,item_id,name,colloq,upper_item,lower_item,explain,buy_price,sell_price,description,tag,stat,effect
0,3144,Bilgewater Cutlass,;,"['3146', '3153']","['1053', '1036']",Activate to deal magic damage and slow target champion,350,1120,<stats>+25 Attack Damage<br>+10% Life Steal</stats><br><br><active>UNIQUE Active:</active> Deals 100 magic damage and slows the target champion's Movement Speed by 25% for 2 seconds (90 second cooldown).,"['Active', 'Damage', 'LifeSteal', 'Slow']","{'FlatPhysicalDamageMod': 25, 'PercentLifeStealMod': 0.1}","{'Effect1Amount': '-0.25', 'Effect2Amount': '2', 'Effect3Amount': '90', 'Effect4Amount': '100'}"
0,3145,Hextech Revolver,;,"['3146', '3152', '3030']","['1052', '1052']",Increases Ability Power. Deal bonus magic damage on attack periodically.,180,735,"<stats>+40 Ability Power</stats><br><br><unique>UNIQUE Passive - Magic Bolt:</unique> Damaging an enemy champion with a basic attack shocks them for <scaleLevel>50 - 125</scaleLevel> bonus magic damage (40 second cooldown, shared with other <font color='#9999FF'><a href='itembolt'>Hextech</a></font> items).<br><br>Magic Bolt's cooldown is reduced by Active Item cooldown reduction.<br><br><rules>(Damage scales based on level. Hextech effects can trigger other item spell effects.)</rules>",['SpellDamage'],{'FlatMagicDamageMod': 40},"{'Effect1Amount': '0', 'Effect2Amount': '50', 'Effect3Amount': '0', 'Effect4Amount': '125', 'Effect5Amount': '40'}"
0,3146,Hextech Gunblade,;,,"['3144', '3145']","Increases Attack Damage and Ability Power, activate to slow a target",750,2380,"<stats>+40 Attack Damage<br>+80 Ability Power</stats><br><br><unique>UNIQUE Passive:</unique> Heal for 15% of damage dealt. This is 33% as effective for Area of Effect damage.<br><active>UNIQUE Active - Lightning Bolt:</active> Deals <scaleLevel>175 - 253</scaleLevel> (+30% of Ability Power) magic damage and slows the target champion's Movement Speed by 40% for 2 seconds (40 second cooldown, shared with other <font color='#9999FF'><a href='itembolt'>Hextech</a></font> items).","['Active', 'Damage', 'LifeSteal', 'Slow', 'SpellDamage', 'SpellVamp']","{'FlatPhysicalDamageMod': 40, 'FlatMagicDamageMod': 80}","{'Effect1Amount': '0.15', 'Effect2Amount': '40', 'Effect3Amount': '175', 'Effect4Amount': '253', 'Effect5Amount': '0.4', 'Effect6Amount': '2'}"
0,3147,Duskblade of Draktharr,;lethality,,"['3134', '3133']",Deals additional physical damage when ambushing enemies,700,2030,"<stats>+60 Attack Damage<br>+10% Cooldown Reduction</stats><br><br><unique>UNIQUE Passive</unique>: +21 <a href='Lethality'>Lethality</a><br><unique>UNIQUE Passive - Nightstalker:</unique> After being unseen for at least 1 second, your next basic attack against an enemy champion deals <scaleLevel>30 - 150</scaleLevel> bonus physical damage and slows them by 99% for 0.25 seconds. Ranged basic attacks do not apply the slow. (Lasts for 5 seconds after being seen by an enemy champion).","['Damage', 'CooldownReduction', 'OnHit', 'ArmorPenetration']",{'FlatPhysicalDamageMod': 60},"{'Effect1Amount': '21', 'Effect2Amount': '0', 'Effect3Amount': '0', 'Effect4Amount': '0', 'Effect5Amount': '30', 'Effect6Amount': '150', 'Effect7Amount': '99', 'Effect8Amount': '0.25', 'Effect9Amount': '5', 'Effect10Amount': '30', 'Effect11Amount': '1', 'Effect12Amount': '150'}"
0,3151,Liandry's Torment,;mask,,"['3136', '1026']",Spell damage burns enemies for a portion of their Health,750,2170,"<stats>+75 Ability Power<br>+300 Health</stats><br><br><unique>UNIQUE Passive - Madness:</unique> Deal 2% more damage for each second in combat with champions (10% maximum).<br><unique>UNIQUE Passive - Torment:</unique> Spells burn enemies for 3 seconds, dealing bonus magic damage equal to 1.5% of their maximum Health per second. Burn damage is increased to 2.5% against <a href='MovementImpaired'>movement-impaired</a> units.","['Health', 'SpellDamage']","{'FlatHPPoolMod': 300, 'FlatMagicDamageMod': 75}","{'Effect1Amount': '15', 'Effect2Amount': '0.015', 'Effect3Amount': '3', 'Effect4Amount': '100', 'Effect5Amount': '2', 'Effect6Amount': '10', 'Effect7Amount': '2', 'Effect8Amount': '2.5'}"
0,3152,Hextech Protobelt-01,rocket belt;,,"['3145', '3067']",Activate to dash forward and unleash a fiery explosion,650,1750,"<stats>+300 Health<br>+60 Ability Power<br>+10% Cooldown Reduction</stats><br><br><unique>UNIQUE Active - Fire Bolt:</unique> Dash forward and unleash a nova of fire bolts that deal <scaleLevel>75 - 150</scaleLevel> (+25% of your Ability Power) as magic damage (40 second cooldown, shared with other <font color='#9999FF'><a href='itembolt'>Hextech</a></font> items).<br><br>Champions and Monsters hit by multiple fire bolts take 10% damage per additional bolt.<br><br><rules>(This dash cannot pass through terrain.)</rules>","['Health', 'SpellDamage', 'Active', 'CooldownReduction']","{'FlatHPPoolMod': 300, 'FlatMagicDamageMod': 60}","{'Effect1Amount': '0.12', 'Effect2Amount': '0.04', 'Effect3Amount': '40', 'Effect4Amount': '75', 'Effect5Amount': '150', 'Effect6Amount': '0.1', 'Effect7Amount': '0.25', 'Effect8Amount': '40', 'Effect9Amount': '0.5'}"
0,3153,Blade of the Ruined King,;brk;bork;bork;bork;botrk,['3389'],"['3144', '1043']","Deals damage based on target's Health, can steal Movement Speed",700,2310,<stats>+40 Attack Damage<br>+25% Attack Speed<br>+12% Life Steal</stats><br><br><unique>UNIQUE Passive:</unique> Basic attacks deal 8% of the target's current Health as bonus physical damage on hit (Melee users deal 12%).<br><active>UNIQUE Active:</active> Deals 100 magic damage to target champion and steals 25% of their Movement Speed for 3 seconds (90 second cooldown).<br><br><rules>Minimum bonus physical damage dealt is 15.<br>Maximum bonus physical damage dealt to monsters and minions is 60.<br>User's Life Steal is applied to bonus physical damage dealt.</rules>,"['Damage', 'AttackSpeed', 'LifeSteal', 'Active', 'Slow', 'OnHit', 'NonbootsMovement']","{'FlatPhysicalDamageMod': 40, 'PercentAttackSpeedMod': 0.25, 'PercentLifeStealMod': 0.12}","{'Effect1Amount': '0.08', 'Effect2Amount': '0.12', 'Effect3Amount': '15', 'Effect4Amount': '60'}"
0,3155,Hexdrinker,;,['3156'],"['1036', '1033']",Increases Attack Damage and Magic Resist,500,910,"<stats>+20 Attack Damage<br>+35 Magic Resist</stats><br><br><unique>UNIQUE Passive - Lifeline:</unique> Upon taking magic damage that would reduce Health below 30%, grants a shield that absorbs 110 to 280 (based on level) magic damage for 5 seconds (90 second cooldown).","['Damage', 'SpellBlock']","{'FlatPhysicalDamageMod': 20, 'FlatSpellBlockMod': 35}","{'Effect1Amount': '0.3', 'Effect2Amount': '110', 'Effect3Amount': '5', 'Effect4Amount': '90', 'Effect5Amount': '280', 'Effect6Amount': '100', 'Effect7Amount': '10'}"
0,3156,Maw of Malmortius,;,,"['3155', '3133']",Grants bonus Attack Damage when Health is low,850,2275,"<stats>+50 Attack Damage<br>+50 Magic Resist<br>+10% Cooldown Reduction</stats><br><br><unique>UNIQUE Passive - Lifeline:</unique> Upon taking magic damage that would reduce Health below 30%, grants a shield that absorbs up to 350 magic damage within 5 seconds (90 second cooldown).<br><unlockedPassive>Lifegrip:</unlockedPassive> When <i>Lifeline</i> triggers, gain +20 Attack Damage, +10% Spell Vamp and +10% Life Steal until out of combat.","['SpellBlock', 'Damage', 'LifeSteal', 'CooldownReduction', 'SpellVamp']","{'FlatPhysicalDamageMod': 50, 'FlatSpellBlockMod': 50}","{'Effect1Amount': '0', 'Effect2Amount': '35', 'Effect3Amount': '0.3', 'Effect4Amount': '350', 'Effect5Amount': '5', 'Effect6Amount': '90', 'Effect7Amount': '20', 'Effect8Amount': '0', 'Effect9Amount': '0.1', 'Effect10Amount': '0.1'}"
0,3157,Zhonya's Hourglass,;zhg;zonyas,['3386'],"['3191', '3108', '2420']",Activate to become invincible but unable to take actions,250,2030,"<stats>+75 Ability Power<br>+45 Armor<br>+10% Cooldown Reduction</stats><br><br><active>UNIQUE Active - Stasis:</active> Champion becomes invulnerable and untargetable for 2.5 seconds, but is unable to move, attack, cast spells, or use items during this time (120 second cooldown).","['Armor', 'SpellDamage', 'Active', 'CooldownReduction']","{'FlatMagicDamageMod': 75, 'FlatArmorMod': 45}","{'Effect1Amount': '0', 'Effect2Amount': '2.5', 'Effect3Amount': '120'}"
0,3158,Ionian Boots of Lucidity,;,,['1001'],Increases Movement Speed and Cooldown Reduction,600,630,"<groupLimit>Limited to 1 pair of boots.</groupLimit><br><br><unique>UNIQUE Passive:</unique> +10% Cooldown Reduction<br><unique>UNIQUE Passive - Enhanced Movement:</unique> +45 Movement Speed<br><unique>UNIQUE Passive:</unique> Reduces Summoner Spell cooldowns by 10%<br><br><br><rules><font color='#FDD017'>''This item is dedicated in honor of Ionia's victory over Noxus in the Rematch for the Southern Provinces on 10 December, 20 CLE.''</font></rules>","['Boots', 'CooldownReduction']",{'FlatMovementSpeedMod': 45},"{'Effect1Amount': '-0.1', 'Effect2Amount': '0.1'}"
0,3161,Spear of Shojin,;,,"['1038', '3067', '1036']","After casting your ultimate, your basic attacks reduces your remaining non-ultimate cooldowns.",950,2380,"<stats>+60 Attack Damage<br>+250 Health<br>+20% Cooldown Reduction</stats><br><br><unique>UNIQUE Passive:</unique> After you cast your ultimate, your next basic attack within 10 seconds grants <unlockedPassive>Awakened Dragon</unlockedPassive> for 6 seconds (30 second cooldown).<br><br><unlockedPassive>Awakened Dragon:</unlockedPassive> Gain 50% attack speed, and basic attacks refund 20% of your remaining non-ultimate cooldowns.","['Health', 'Damage', 'CooldownReduction']","{'FlatPhysicalDamageMod': 60, 'FlatHPPoolMod': 250}","{'Effect1Amount': '0.01', 'Effect2Amount': '0', 'Effect3Amount': '0.5', 'Effect4Amount': '0.2', 'Effect5Amount': '6', 'Effect6Amount': '30', 'Effect7Amount': '0.2', 'Effect8Amount': '10'}"
0,3165,Morellonomicon,;nmst;grievous,,"['3916', '1026']",Increases magic damage,550,2100,<stats>+70 Ability Power<br>+300 Health</stats><br><br><unique>UNIQUE Passive - Touch of Death:</unique> +15 <a href='FlatMagicPen'>Magic Penetration</a><br><unique>UNIQUE Passive - Cursed Strike:</unique> Magic damage dealt to champions inflicts them with <a href='GrievousWounds'>Grievous Wounds</a> for 3 seconds.,"['Health', 'SpellDamage', 'MagicPenetration']","{'FlatHPPoolMod': 300, 'FlatMagicDamageMod': 70}","{'Effect1Amount': '15', 'Effect2Amount': '40', 'Effect3Amount': '3', 'Effect4Amount': '0.2', 'Effect5Amount': '60', 'Effect6Amount': '1', 'Effect7Amount': '50', 'Effect8Amount': '150', 'Effect9Amount': '20'}"
0,3170,Moonflair Spellblade,;,,"['3191', '1057']",Improves defense and reduces duration of disabling effects,580,1680,"<stats>+50 Ability Power<br>+50 Armor<br>+50 Magic Resist</stats><br><br><unique>UNIQUE Passive - Tenacity:</unique> Reduces the duration of stuns, slows, taunts, fears, silences, blinds, polymorphs, and immobilizes by 35%.","['Armor', 'SpellBlock', 'SpellDamage', 'Tenacity']","{'FlatSpellBlockMod': 50, 'FlatMagicDamageMod': 50, 'FlatArmorMod': 50}",
0,3172,Zephyr,;,,"['1038', '1042', '1042']",Mobility and Tenacity,900,1960,"<stats>+50 Attack Damage<br>+40% Attack Speed<br>+10% Movement Speed</stats><br><br><unique>UNIQUE Passive - Tenacity:</unique> Reduces the duration of stuns, slows, taunts, fears, silences, blinds, polymorphs, and immobilizes by 35%.","['Damage', 'AttackSpeed', 'NonbootsMovement', 'Tenacity']","{'FlatPhysicalDamageMod': 50, 'PercentMovementSpeedMod': 0.1, 'PercentAttackSpeedMod': 0.4}",
0,3174,Athene's Unholy Grail,;,,"['3108', '3028']",Deal damage to empower your heals and shields,400,1470,"<stats>+30 Ability Power<br>+30 Magic Resist<br>+10% Cooldown Reduction<br><mana>+100% Base Mana Regen </mana></stats><br><br><unique>UNIQUE Passive:</unique> Gain 35% of the <a href='premitigation'><font color='#6666FF'><u>premitigation</u></font></a> damage dealt to champions as Blood Charges, up to <scaleLevel>100 - 250</scaleLevel> max. Healing or shielding another ally consumes charges equal to 100% of the heal or shield value, healing the ally for that amount.<br><unique>UNIQUE Passive - Dissonance:</unique> Grants 5 ability power per 25% Base Mana Regen you have. Disables <unique>Harmony</unique> on your other items.<br><br><rules>(Maximum amount of Blood Charges stored is based on level. Healing amplification is applied to the total heal value.)</rules>","['SpellBlock', 'HealthRegen', 'SpellDamage', 'ManaRegen', 'CooldownReduction']","{'FlatSpellBlockMod': 30, 'FlatMagicDamageMod': 30}","{'Effect1Amount': '10', 'Effect2Amount': '0', 'Effect3Amount': '0', 'Effect4Amount': '0', 'Effect5Amount': '5', 'Effect6Amount': '0.35', 'Effect7Amount': '100', 'Effect8Amount': '250', 'Effect9Amount': '1', 'Effect10Amount': '1', 'Effect11Amount': '0.25', 'Effect12Amount': '600', 'Effect13Amount': '8', 'Effect14Amount': '90'}"
0,3175,Head of Kha'Zix,,,,,0,0,<unique>UNIQUE Active - Bonetooth Totem:</unique> Places a Stealth Ward that lasts 180 seconds (90 Second cooldown). Limit 3 Stealth Wards on the map per player.<br><br><unique>UNIQUE Passive - Mementos of the Hunt:</unique> Rengar collects trophies when killing Champions and gains bonus effects based on how many trophies he has. Kills and assists grant 1 trophy.<br><br><passive>3 Trophies:</passive> Rengar gains 25 Movement Speed whilst out of combat or in brush. <br><passive>6 Trophies:</passive> Increases the range of Rengar's Leap by 125.<br><passive>12 Trophies:</passive> Thrill of the Hunt's duration is increased by 5 seconds.<br><passive>20 Trophies:</passive> Rengar gains the movement speed bonus of Thrill of the Hunt while he is stealthed.,"['Active', 'Trinket', 'Vision']",{},"{'Effect1Amount': '25', 'Effect2Amount': '125', 'Effect3Amount': '5', 'Effect4Amount': '180', 'Effect5Amount': '90'}"
0,3179,Umbral Glaive,;lethality,,"['3134', '1036', '1036']",Provides trap and ward detection periodically,600,1680,"<stats>+50 Attack Damage<br>+10% Cooldown Reduction</stats><br><br><unique>UNIQUE Passive</unique>: +12 <a href='Lethality'>Lethality</a><br><unique>UNIQUE Passive - Blackout:</unique> When spotted by an enemy ward, reveal traps and disable wards around you for 8 seconds (45 second cooldown). Basic attacks instantly kill revealed traps and do triple damage to wards.","['Damage', 'Vision', 'CooldownReduction', 'OnHit', 'ArmorPenetration']",{'FlatPhysicalDamageMod': 50},"{'Effect1Amount': '12', 'Effect2Amount': '8', 'Effect3Amount': '45'}"
0,3181,Sanguine Blade,;lethality,,"['3134', '1053']",When hunting lone enemy champions gain Attack Speed and Lethality,1000,2100,"<stats>+55 Attack Damage<br>+15% Life Steal</stats><br><br><unique>UNIQUE Passive:</unique> +10 <a href='Lethality'>Lethality</a><br><unique>UNIQUE Passive - Blood Pursuit:</unique> While near one or fewer visible enemy champions gain 8 <a href='Lethality'>Lethality</a> and 20%-80% Attack Speed (based on level), decaying over 3 seconds if other enemy champions get too close.","['Damage', 'AttackSpeed', 'LifeSteal', 'ArmorPenetration']","{'FlatPhysicalDamageMod': 55, 'PercentLifeStealMod': 0.15}","{'Effect1Amount': '10', 'Effect2Amount': '0.2', 'Effect3Amount': '0.8', 'Effect4Amount': '4', 'Effect5Amount': '3', 'Effect6Amount': '1400', 'Effect7Amount': '8'}"
0,3184,Guardian's Hammer,;dblade,,,Good starting item for attackers,950,380,<stats>+150 Health<br>+20 Attack Damage<br>+10% Life Steal</stats><br><br><groupLimit>Limited to 1 Guardian's Item.</groupLimit>,"['Health', 'Damage', 'LifeSteal', 'Lane']","{'FlatPhysicalDamageMod': 20, 'FlatHPPoolMod': 150, 'PercentLifeStealMod': 0.1}",
0,3190,Locket of the Iron Solari,;,['3383'],"['3105', '1033']",Activate to shield nearby allies from damage,650,1540,<stats>+30 Armor<br>+60 Magic Resist</stats><br><br><active>UNIQUE Active:</active> Grants a decaying shield to nearby allied champions for 2.5 seconds that absorbs up to 120 (+10 per level) <scaleHealth>(+20% of your bonus health)</scaleHealth> damage (120 second cooldown).<br><br><rules>Shield per level uses the higher of your level or the target's level.<br>Shield ratio scales with your level.<br>Shield amount is reduced to 25% if the target has been affected by another Locket of the Iron Solari in the last 20 seconds.</rules>,"['SpellBlock', 'Armor', 'Active']","{'FlatSpellBlockMod': 60, 'FlatArmorMod': 30}","{'Effect1Amount': '120', 'Effect2Amount': '10', 'Effect3Amount': '2.5', 'Effect4Amount': '0.25', 'Effect5Amount': '20', 'Effect6Amount': '120', 'Effect7Amount': '0.2'}"
0,3191,Seeker's Armguard,;,"['3170', '3157']","['1029', '1052', '1029']",Increases Armor and Ability Power,65,770,<stats>+30 Armor<br>+20 Ability Power</stats><br><br><unique>UNIQUE Passive:</unique> Killing a unit grants 0.5 bonus Armor and Ability Power. This bonus stacks up to 30 times.,"['Armor', 'SpellDamage']","{'FlatMagicDamageMod': 20, 'FlatArmorMod': 30}","{'Effect1Amount': '0.5', 'Effect2Amount': '30'}"
0,3193,Gargoyle Stoneplate,;,,"['1031', '1057', '2420']",Greatly increases defense near multiple enemies.,330,1750,"<stats>+40 Armor<br>+40 Magic Resist</stats><br><br><unique>UNIQUE Passive - Stone Skin:</unique> If 3+ enemy champions are nearby, grants 40 bonus Armor and Magic Resist.<br><active>UNIQUE Active - Metallicize:</active> Increases Health by 40% and increases champion size, but reduces damage dealt by 60% for 4 seconds (90 second cooldown). If Stone Skin is active, the Health increase becomes 100% instead.","['Health', 'SpellBlock', 'Armor']","{'FlatSpellBlockMod': 40, 'FlatArmorMod': 40}","{'Effect1Amount': '40', 'Effect2Amount': '850', 'Effect3Amount': '3', 'Effect4Amount': '4', 'Effect5Amount': '0.6', 'Effect6Amount': '0.4', 'Effect7Amount': '0.07', 'Effect8Amount': '1', 'Effect9Amount': '0.25', 'Effect10Amount': '90', 'Effect11Amount': '1'}"
0,3194,Adaptive Helm,;,,"['1033', '3211', '1006']",Reduces damage from repeated spells and effects.,1000,1960,<stats>+350 Health<br>+55 Magic Resist<br>+100% Base Health Regeneration <br>+10% Cooldown Reduction</stats><br><br><unique>UNIQUE Passive:</unique> Taking magic damage from a spell or effect reduces all subsequent magic damage from that same spell or effect by 20% for 4 seconds.,"['Health', 'SpellBlock', 'HealthRegen', 'CooldownReduction']","{'FlatHPPoolMod': 350, 'FlatSpellBlockMod': 55}","{'Effect1Amount': '20', 'Effect2Amount': '4', 'Effect3Amount': '25'}"
0,3196,Hex Core mk-1,;viktor,['3197'],['3200'],Allows Viktor to improve an ability of his choice,1150,805,<stats>+3 Ability Power per level<br>+15 Mana per level</stats><br><br><unique>UNIQUE Passive - Progress:</unique> Viktor can upgrade one of his basic spells.,"['Mana', 'SpellDamage']",{},"{'Effect1Amount': '3', 'Effect2Amount': '15'}"
0,3197,Hex Core mk-2,;viktor,['3198'],['3196'],Allows Viktor to improve an ability of his choice,1000,1505,<stats>+6 Ability Power per level<br>+20 Mana per level</stats><br><br><unique>UNIQUE Passive - Progress:</unique> Viktor can upgrade one of his basic spells.,"['Mana', 'SpellDamage']",{},"{'Effect1Amount': '6', 'Effect2Amount': '20'}"
0,3198,Perfect Hex Core,;viktor,,['3197'],Allows Viktor to improve an ability of his choice,850,2100,"<stats>+10 Ability Power per level<br>+25 Mana per level</stats><br><br><unique>UNIQUE Passive - Glorious Evolution:</unique> Viktor has reached the pinnacle of his power, upgrading Chaos Storm in addition to his basic spells.","['Mana', 'SpellDamage']",{},"{'Effect1Amount': '10', 'Effect2Amount': '25'}"
0,3200,Prototype Hex Core,;viktor,['3196'],,Increases Ability Power and can be upgraded to improve Viktor's abilities,0,0,<stats>+1 Ability Power per level<br>+10 Mana per level</stats><br><br><unique>UNIQUE Passive - Progress:</unique> This item can be upgraded three times to enhance Viktor's basic abilities.,[],{},"{'Effect1Amount': '1', 'Effect2Amount': '10'}"
0,3211,Spectre's Cowl,;hat,"['3065', '3194']","['1028', '1033']",Improves defense and grants regeneration upon being damaged,350,840,<stats>+250 Health<br>+25 Magic Resist</stats><br><br><unique>UNIQUE Passive:</unique> Grants 150% Base Health Regen for up to 10 seconds after taking damage from an enemy champion.,"['Health', 'HealthRegen', 'SpellBlock']","{'FlatHPPoolMod': 250, 'FlatSpellBlockMod': 25}","{'Effect1Amount': '1.5', 'Effect2Amount': '10'}"
0,3222,Mikael's Crucible,;,,"['3028', '3114']",Activate to remove all disabling effects from an allied champion,500,1470,"<stats>+40 Magic Resist<br>+10% Cooldown Reduction<br><mana>+100% Base Mana Regen </mana></stats><br><br><unique>UNIQUE Passive:</unique> +20% Heal and Shield Power<br><unique>UNIQUE Passive - Harmony:</unique> Grants bonus % Base Health Regen equal to your bonus % Base Mana Regen.<br><active>UNIQUE Active:</active> Cleanses all stuns, roots, taunts, fears, silences, and slows on an allied champion and grants them slow immunity for 2 seconds (120 second cooldown). <br><br>Cleansing an effect grants the ally 40% movement speed for 2 seconds.","['SpellBlock', 'HealthRegen', 'ManaRegen', 'Active', 'CooldownReduction']",{'FlatSpellBlockMod': 40},"{'Effect1Amount': '2', 'Effect2Amount': '5', 'Effect3Amount': '0.5', 'Effect4Amount': '0.25', 'Effect5Amount': '600', 'Effect6Amount': '8', 'Effect7Amount': '90', 'Effect8Amount': '1', 'Effect9Amount': '1', 'Effect10Amount': '0.4', 'Effect11Amount': '0.2', 'Effect12Amount': '2', 'Effect13Amount': '120'}"
0,3285,Luden's Echo,;,['3390'],"['3802', '1026']","Increases Ability Power, Mana, and Cooldown Reduction",1050,2240,"<stats>+90 Ability Power<br><mana>+600 Mana</mana><br>+10% Cooldown Reduction</stats><br><br><unique>UNIQUE Passive - Haste:</unique> This item gains an additional 10% Cooldown Reduction.<br><unique>UNIQUE Passive - Echo:</unique> Gain charges upon moving or casting. At 100 charges, the next damaging spell hit expends all charges to deal 100 (+10% of Ability Power) bonus magic damage to up to 4 targets on hit.","['SpellDamage', 'Mana', 'CooldownReduction', 'OnHit']","{'FlatMPPoolMod': 600, 'FlatMagicDamageMod': 90}","{'Effect1Amount': '100', 'Effect2Amount': '100', 'Effect3Amount': '4', 'Effect4Amount': '0.1', 'Effect5Amount': '35', 'Effect6Amount': '10', 'Effect7Amount': '0', 'Effect8Amount': '0', 'Effect9Amount': '-0.1'}"
0,3330,Scarecrow Effigy (Trinket),yellow; totem; trinket,,,Periodically place a Stealth Ward,0,0,<groupLimit>Limited to 1 Trinket.</groupLimit><br><br><active>Active:</active> Consume a charge to place an <font color='#FFFFFF'>Effigy</font> which reveals the surrounding area. <br><br><font color='#FFFFFF'>Effigies</font> recharge more quickly and live longer based on Fiddlesticks' character level.,"['Active', 'Jungle', 'Lane', 'Trinket', 'Vision']",{},"{'Effect1Amount': '90', 'Effect2Amount': '240', 'Effect3Amount': '120', 'Effect4Amount': '120', 'Effect5Amount': '2', 'Effect6Amount': '9', 'Effect7Amount': '30', 'Effect8Amount': '120'}"
0,3340,Warding Totem (Trinket),yellow; totem; trinket,,,Periodically place a Stealth Ward,0,0,"<groupLimit>Limited to 1 Trinket.</groupLimit><br><br><active>Active:</active> Consume a charge to place an invisible <font color='#BBFFFF'>Stealth Ward</font> which reveals the surrounding area for <scaleLevel>90 - 120</scaleLevel> seconds. <br><br>Stores one charge every <scaleLevel>240 - 120</scaleLevel> seconds, up to 2 maximum charges.<br><br>Ward duration and recharge time gradually improve with level.<br><br><rules>(Limit 3 <font color='#BBFFFF'>Stealth Wards</font> on the map per player.)</rules>","['Active', 'Jungle', 'Lane', 'Trinket', 'Vision']",{},"{'Effect1Amount': '90', 'Effect2Amount': '240', 'Effect3Amount': '120', 'Effect4Amount': '120', 'Effect5Amount': '2', 'Effect6Amount': '9', 'Effect7Amount': '30', 'Effect8Amount': '120'}"
0,3348,Arcane Sweeper,;,,,Activate to reveal a nearby area of the map,0,0,"<active>UNIQUE Active - Hunter's Sight:</active> An arcane mist grants vision in the target area for 5 seconds, revealing enemy champions and granting <font color='#ee91d7'>True Sight</font> of traps in the area for 3 seconds (90 second cooldown).","['Vision', 'Trinket', 'Stealth', 'Active']",{},"{'Effect1Amount': '0', 'Effect2Amount': '0', 'Effect3Amount': '0', 'Effect4Amount': '5', 'Effect5Amount': '3', 'Effect6Amount': '90'}"
0,3361,Greater Stealth Totem (Trinket),yellow;,,,Periodically place a Stealth Ward,250,175,"<groupLimit>Limited to 1 Trinket.</groupLimit><levelLimit> *Level 9+ required to upgrade.</levelLimit><stats></stats><br><br><unique>UNIQUE Active:</unique> Consume a charge to place an invisible ward that reveals the surrounding area for 180 seconds.  Stores a charge every 60 seconds, up to 2 total. Limit 3 <font color='#BBFFFF'>Stealth Wards</font> on the map per player.<br><br><rules>(Trinkets cannot be used in the first 30 seconds of a game. Selling a Trinket will disable Trinket use for 120 seconds).</rules>","['Active', 'Trinket', 'Vision']",{},"{'Effect1Amount': '180', 'Effect2Amount': '60', 'Effect3Amount': '0', 'Effect4Amount': '0', 'Effect5Amount': '0', 'Effect6Amount': '9', 'Effect7Amount': '30', 'Effect8Amount': '120'}"
0,3362,Greater Vision Totem (Trinket),yellow;,,,Periodically place a Vision Ward,250,175,<groupLimit>Limited to 1 Trinket.</groupLimit><levelLimit> *Level 9+ required to upgrade.</levelLimit><stats></stats><br><br><unique>UNIQUE Active:</unique> Places a visible ward that reveals the surrounding area and invisible units in the area until killed (120 second cooldown). Limit 1 <font color='#BBFFFF'>Vision Ward</font> on the map per player.<br><br><rules>(Trinkets cannot be used in the first 30 seconds of a game. Selling a Trinket will disable Trinket use for 120 seconds).</rules>,"['Active', 'Trinket', 'Vision']",{},"{'Effect1Amount': '120', 'Effect2Amount': '0', 'Effect3Amount': '0', 'Effect4Amount': '0', 'Effect5Amount': '0', 'Effect6Amount': '9', 'Effect7Amount': '30', 'Effect8Amount': '120'}"
0,3363,Farsight Alteration,blue; totem; trinket,,,Grants increased range and reveals the targetted area,0,0,"<levelLimit>Level 9+ required to upgrade.</levelLimit><br><groupLimit>Limited to 1 Trinket.</groupLimit><br><br>Alters the <font color='#FFFFFF'>Warding Totem</font> Trinket:<br><br><stats><font color='#00FF00'>+</font> Massively increased cast range (+650%)<br><font color='#00FF00'>+</font> Infinite duration and does not count towards ward limit<br><font color='#FF0000'>-</font> <font color='#FF6600'>10% increased cooldown</font><br><font color='#FF0000'>-</font> <font color='#FF6600'>Ward is visible, fragile, untargetable by allies</font><br><font color='#FF0000'>-</font> <font color='#FF6600'>45% reduced ward vision radius</font><br><font color='#FF0000'>-</font> <font color='#FF6600'>Cannot store charges</font></stats>","['Active', 'Trinket', 'Vision']",{},"{'Effect1Amount': '4000', 'Effect2Amount': '2', 'Effect3Amount': '5', 'Effect4Amount': '198', 'Effect5Amount': '60', 'Effect6Amount': '9', 'Effect7Amount': '30', 'Effect8Amount': '120', 'Effect9Amount': '6.5', 'Effect10Amount': '198', 'Effect11Amount': '99', 'Effect12Amount': '60', 'Effect13Amount': '180', 'Effect14Amount': '10', 'Effect15Amount': '45'}"
0,3364,Oracle Lens,red; lens; trinket,,,Disables nearby invisible wards and traps for a duration,0,0,"<groupLimit>Limited to 1 Trinket.</groupLimit><br><br><active>Active:</active> Scans around you, warning against hidden hostile units, and revealing invisible traps and revealing / disabling nearby wards for 10 seconds (90 to 60 second cooldown).","['Active', 'Trinket', 'Vision']",{},"{'Effect1Amount': '6', 'Effect2Amount': '10', 'Effect3Amount': '90', 'Effect4Amount': '60', 'Effect5Amount': '0', 'Effect6Amount': '1', 'Effect7Amount': '30', 'Effect8Amount': '120', 'Effect9Amount': '60'}"
0,3371,Molten Edge,;ie;Ornn;forge;Masterwork,,['3031'],Massively enhances critical strikes,0,2380,<stats><font color='#FFFFFF'>+110 Attack Damage</font><br>+25% Critical Strike Chance</stats><br><br><unique>UNIQUE Passive:</unique> Critical strikes deal 225% damage instead of 200%.,"['Damage', 'CriticalStrike']","{'FlatPhysicalDamageMod': 110, 'FlatCritChanceMod': 0.25}",{'Effect1Amount': '2.25'}
